,Distributor,MPAA_Rating,primaryTitle,Opening_Weekend,budget,,'G','GP','M','M/PG','NC-17','Not Yet Rated','PG','PG-13','R','Unknown','Unrated','X'
9981,'Sony / Columbia','PG-13',Grown Ups 2,"'$41,508,572'",'$80 million',0,0,0,0,0,0,0,0,1,0,0,0,0
9982,'Sony / Columbia','PG-13',The Grudge,"'$39,128,715'",'$10 million',0,0,0,0,0,0,0,0,1,0,0,0,0
9983,'Sony / Columbia','Not Yet Rated',Grudge (2019),,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
9984,'Sony / Columbia','PG-13',The Grudge 2,"'$20,825,300'",'$20 million',0,0,0,0,0,0,0,0,1,0,0,0,0
9985,'Warner Bros.','PG-13',Grudge Match,"'$7,021,993'",'$40 million',0,0,0,0,0,0,0,0,1,0,0,0,0
9986,'Warner Bros.','PG-13',Grumpier Old Men,"'$7,797,185'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
9987,'Warner Bros.','PG-13',Grumpy Old Men,"'$3,874,911'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
9988,'Slowhand Cinema','PG',Guadalupe,"'$301,333'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
9989,'Lions Gate','Unrated',Guantanamera,"'$8,851'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
9990,'Sony Classics','R',The Guard,"'$76,834'",'$6 million',0,0,0,0,0,0,0,0,0,1,0,0,0
9991,'Buena Vista','PG-13',The Guardian,"'$18,006,064'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
9992,'Universal','R',The Guardian (1990),"'$5,565,620'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
9993,'Richmond Media Ent.','R',Guardian Angel,"'$12,624'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
9994,'Music Box Films','R',The Guardians,"'$7,479'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
9995,'Buena Vista','PG-13',Guardians of the Galaxy,"'$94,320,883'",'$170 million',0,0,0,0,0,0,0,0,1,0,0,0,0
9996,'Buena Vista','PG-13',Guardians of the Galaxy Vol. 2,"'$146,510,104'",'$200 million',0,0,0,0,0,0,0,0,1,0,0,0,0
9997,'Unknown','Unrated',Guarding Eddy,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
9998,'TriStar','PG-13',Guarding Tess,"'$7,065,213'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
9999,'Netflix','Not Yet Rated',The Guernsey Literary and Potato Peel Pie Society,,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
10000,'Kino Lorber','Unrated',Gueros,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10001,'Magnolia','Unrated',Guerrilla: The Taking of Patty Hearst,"'$22,444'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10002,'Sony / Columbia','PG-13',Guess Who,"'$20,671,446'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
10003,'Columbia','Unrated',Guess Who's Coming to Dinner,,'$4 million',0,0,0,0,0,0,0,0,0,0,0,1,0
10004,'Picturehouse (II)','R',The Guest (2014),"'$84,527'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10005,'Trela Media','Unrated',Guest of Cindy Sherman,"'$7,685'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10006,'RBC Radio','Unrated',Guiana 1838,"'$70,910'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10007,'Strand','Unrated',Guidance,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10008,'First Look','R',A Guide to Recognizing Your Saints,"'$94,784'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10009,'Well Go USA','R',The Guillotines,"'$3,296'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10010,'Paramount','PG-13',The Guilt Trip,"'$5,290,629'",'$40 million',0,0,0,0,0,0,0,0,1,0,0,0,0
10011,'Magnolia','R',The Guilty,"'$60,050'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10012,'Buena Vista','R',Guilty as Sin,"'$5,713,708'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10013,'Warner Bros.','PG-13',Guilty by Suspicion,"'$2,278,290'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
10014,'Miramax','R',Guinevere,"'$54,145'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10015,'First Run','Unrated',Guitar Innovators: John Fahey & Nels Cline,"'$1,119'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10016,'Fox','PG',Gulliver's Travels,"'$6,307,691'",'$112 million',0,0,0,0,0,0,0,1,0,0,0,0,0
10017,'Viva Pictures Distribution','Unrated',Gully Boy,"'$2,045,068'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10018,'Arrow Releasing','G',Gumby: The Movie,,'N/A',0,1,0,0,0,0,0,0,0,0,0,0,0
10019,'Fine Line','R',Gummo,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10020,'United Artists','Unrated',Gun Crazy,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10021,'United Artists','Unrated',Gun Fight,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10022,'Motion Film Group','R',Gun Hill Road,"'$37,963'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10023,'Buena Vista','PG-13',The Gun in Betty Lou's Handbag,"'$1,206,799'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
10024,'Buena Vista','R',Gun Shy,"'$703,109'",'$14 million',0,0,0,0,0,0,0,0,0,1,0,0,0
10025,'United Artists','Unrated',Gun the Man Down,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10026,'Man Ray Assoc.','R',Guncrazy,"'$6,640'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10027,'Yash Raj','Unrated',Gunday,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10028,'Paramount','PG-13',Gung Ho,"'$7,170,830'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
10029,'RKO','Unrated',Gunga Din,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10030,'Open Road Films','R',The Gunman,"'$5,028,702'",'$40 million',0,0,0,0,0,0,0,0,0,1,0,0,0
10031,'Dimension Films','R',Gunmen,"'$1,909,919'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10032,'Palm','PG-13',Gunner Palace,"'$63,520'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
10033,'Oscilloscope Pictures','PG-13',Gunnin' for That #1 Spot,"'$20,355'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
10034,'N Wave','R',The Gunrunner,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10035,'Columbia','PG',The Guns of Navarone,,'$6 million',0,0,0,0,0,0,0,1,0,0,0,0,0
10036,'AdLabs','Unrated',Guru,"'$760,000'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10037,'Universal','R',The Guru,"'$613,485'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10038,'Matson Films','Unrated',Gurukulam,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10039,'Disney','G',Gus,,'N/A',0,1,0,0,0,0,0,0,0,0,0,0,0
10040,'Gramercy','R',Guy,"'$2,132'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10041,'Distrib Films','Unrated',Guy (2018),"'$1,319'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10042,'Variance Films','Unrated',Guy and Madeline on a Park Bench,"'$3,233'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10043,'MGM','PG-13',A Guy Thing,"'$6,988,749'",'$20 million',0,0,0,0,0,0,0,0,1,0,0,0,0
10044,'Universal','R',Guyana: Cult of the Damned,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10045,'Focus Features','PG',The Guys,"'$16,068'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
10046,'Regent Releasing','R',Guys and Balls,"'$7,425'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10047,'MGM','Unrated',Guys and Dolls,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10048,'UTV Communications','Unrated',Guzaarish,"'$488,121'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10049,'MGM','R',Gymkata,"'$1,261,845'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10050,'Small Planet','R',Gypsy '83,"'$5,054'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10051,'Shadow Dist.','Unrated',Gypsy Caravan,'$379','N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10052,'Buena Vista','R',He Got Game,"'$7,610,663'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10053,'MGM','R',He Knows You're Alone,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10054,'IDP','Unrated',"He Loves Me, He Loves Me Not","'$76,000'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10055,'Hammond','Unrated',He Matado a mi Marido!,"'$18,365'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10056,'Fox Searchlight','PG-13',He Named Me Malala,"'$61,808'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
10057,'Paramount','PG-13',"He Said, She Said","'$2,857,164'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
10058,'Mitropoulos Films','Unrated',He Was a Quiet Man,"'$2,431'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10059,'Warner Bros. (New Line)','PG-13',He's Just Not That Into You,"'$27,785,487'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
10060,'Vertical Entertainment','R',He's Out There,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10061,'Atlantic','G',He-Man and She-Ra in The Secret of the Sword,,'N/A',0,1,0,0,0,0,0,0,0,0,0,0,0
10062,'Fine Line','PG-13',Head Above Water,"'$11,589'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
10063,'Warner Bros.','PG-13',Head Full of Honey,"'$8,715'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
10064,'Variance Films','PG-13',Head Games,"'$1,152'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
10065,'Sony Classics','R',Head in the Clouds,"'$46,133'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10066,'DreamWorks','PG-13',Head of State,"'$13,503,484'",'$35.2 million',0,0,0,0,0,0,0,0,1,0,0,0,0
10067,'TriStar','PG-13',Head Office,"'$1,937,934'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
10068,'Strand','Unrated',Head On,"'$14,224'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10069,'Universal','PG-13',Head Over Heels,"'$4,804,595'",'$14 million',0,0,0,0,0,0,0,0,1,0,0,0,0
10070,'Strand','R',Head-On (Gegen die Wand),"'$15,216'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10071,'Magnolia','R',Headhunters,"'$43,013'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10072,'Menemsha','Unrated',Heading Home: The Tale of Team Israel,"'$12,678'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10073,'Shadow Dist.','Unrated',Heading South,"'$1,200'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10074,'Strand','Unrated',The Headless Woman,"'$14,778'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10075,'Kino Lorber','Unrated',Headshot,'$456','N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10076,'Vertical Entertainment','Unrated',Headshot (2017),,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10077,'Freestyle Releasing','R',Headspace,"'$1,430'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10078,'Paladin','Unrated',Heal (2017),"'$12,668'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10079,'Cohen Media Group','NC-17',Heal the Living,"'$3,176'",'N/A',0,0,0,0,0,1,0,0,0,0,0,0,0
10080,'Miramax','R',Hear My Song,"'$12,965'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10081,'Fox','R',Hear No Evil,"'$2,641,474'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10082,'Universal','PG-13',Heart and Souls,"'$4,322,250'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
10083,'Warner Bros.','R',Heart Beat,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10084,'CJ Entertainment','Unrated',Heart Blackened,'n/a','N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10085,'New Line','R',Heart Condition,"'$2,149,786'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10086,'Palm','R',The Heart Is Deceitful Above All Things,"'$10,000'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10087,'Fox','PG',Heart Like a Wheel,,'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
10088,'Abramorama','Unrated',Heart of a Dog,"'$13,893'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10089,'Orion Pictures','PG',Heart of Dixie,"'$367,091'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
10090,'ThinkFilm','R',The Heart of Me,"'$21,956'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10091,'Abramorama','Unrated',The Heart of Nuba,"'$4,016'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10092,'Miramax','PG-13',The Heart of the Game,"'$11,251'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
10093,'Freestyle Releasing','R',The Heart Specialist,"'$473,062'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10094,'North of Two','Unrated',"Heart, Baby!",,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10095,'New Yorker','Unrated',Heartbeat Detector,"'$5,309'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10096,'IFC','Unrated',Heartbeats,"'$7,197'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10097,'Universal','PG',Heartbeeps,,'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
10098,'7th Art','Unrated',Heartbreak Hospital,"'$1,480'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10099,'Buena Vista','PG-13',Heartbreak Hotel,"'$2,063,546'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
10100,'Paramount (DreamWorks)','R',The Heartbreak Kid,"'$14,022,105'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10101,'Warner Bros.','R',Heartbreak Ridge,"'$8,100,840'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10102,'IFC','Unrated',Heartbreaker,"'$52,628'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10103,'MGM','PG-13',Heartbreakers,"'$11,801,323'",'$35 million',0,0,0,0,0,0,0,0,1,0,0,0,0
10104,'Orion Pictures','R',Heartbreakers (1984),,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10105,'Paramount','R',Heartburn,"'$5,783,079'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10106,'IFC','Unrated',Heartless,"'$2,033'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10107,'Rialto','R',Hearts and Minds (Re-issue),"'$8,556'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10108,'Gunpowder & Sky','PG-13',Hearts Beat Loud,"'$74,524'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
10109,'Warner Bros.','PG-13',Hearts in Atlantis,"'$9,021,494'",'$31 million',0,0,0,0,0,0,0,0,1,0,0,0,0
10110,'Triton','R',Hearts of Darkness,"'$42,992'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10111,'MGM','PG',Hearts of the West,,'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
10112,'Fox','R',The Heat,"'$39,115,043'",'$43 million',0,0,0,0,0,0,0,0,0,1,0,0,0
10113,'Warner Bros.','R',Heat,"'$8,445,656'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10114,'New Century','R',Heat (1987),"'$1,354,375'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10115,'Universal','R',Heat and Dust,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10116,'Cohen Media Group','R',Heat and Dust (2017 re-release),"'$10,289'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10117,'Atlantic','G',Heathcliff: The Movie,,'N/A',0,1,0,0,0,0,0,0,0,0,0,0,0
10118,'New World','R',Heathers,"'$177,247'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10119,'Island Pictures','PG-13',Heaven,,'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
10120,'Miramax','R',Heaven,"'$51,909'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10121,'Miramax','R',Heaven,"'$1,983'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10122,'Warner Bros.','PG-13',Heaven and Earth,,'$33 million',0,0,0,0,0,0,0,0,1,0,0,0,0
10123,'Fox','Unrated',Heaven Can Wait (1943),,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10124,'Paramount','PG',Heaven Can Wait (1978),,'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
10125,'MGM','R',Heaven Help Us,"'$2,235,687'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10126,'TriStar','PG',Heaven is for Real,"'$22,522,221'",'$12 million',0,0,0,0,0,0,0,1,0,0,0,0,0
10127,'Radius-TWC','R',Heaven Knows What,"'$16,862'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10128,'United Artists','R',Heaven's Gate,,'$44 million',0,0,0,0,0,0,0,0,0,1,0,0,0
10129,'New Line','R',Heaven's Prisoners,"'$2,308,797'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10130,'MGM','R',Heavenly Bodies,"'$1,114,635'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10131,'Miramax','R',Heavenly Creatures,"'$31,592'",'$5 million',0,0,0,0,0,0,0,0,0,1,0,0,0
10132,'Orion Pictures','PG-13',The Heavenly Kid,"'$1,614,225'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
10133,'Lions Gate','R',Heavy,"'$14,425'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10134,'Sony / Columbia','R',Heavy Metal (re-issue),,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10135,'Arts Alliance America','R',Heavy Metal in Baghdad,"'$2,012'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10136,'Skouras','R',Heavy Petting,"'$69,007'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10137,'Music Box Films','Unrated',Heavy Trip,"'$5,419'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10138,'Buena Vista','PG',Heavyweights,"'$6,062,857'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
10139,'Strand','Unrated',The Hebrew Hammer,"'$19,539'",'$2 million',0,0,0,0,0,0,0,0,0,0,0,1,0
10140,'Lionsgate','R',Hecho En Mexico,"'$76,123'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10141,'Relativity','R',Hector And The Search For Happiness,"'$40,847'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10142,'NeoClassics Films','Unrated',The Hedgehog,"'$39,276'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10143,'Fine Line','R',Hedwig and the Angry Inch,"'$156,724'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10144,'In Pictures','Unrated',Heidi Fleiss: Hollywood Madame,"'$14,321'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10145,'Paramount','G',Heidi's Song,"'$1,416,713'",'N/A',0,1,0,0,0,0,0,0,0,0,0,0,0
10146,'Sony Classics','R',Heights,"'$52,885'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10147,'Music Box Films','Unrated',The Heir Apparent: Largo Winch,"'$2,830'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10148,'Paramount','Unrated',The Heiress,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10149,'Distrib Films','Unrated',The Heiresses,"'$11,304'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10150,'Warner Bros.','R',Heist,"'$7,823,521'",'$39 million',0,0,0,0,0,0,0,0,0,1,0,0,0
10151,'Lionsgate Premiere','R',Heist (2015),"'$28,688'",'$8.9 million',0,0,0,0,0,0,0,0,0,1,0,0,0
10152,'Trimark','PG-13',Held Up,"'$1,911,007'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
10153,'Warner Bros.','Unrated',Helen of Troy,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10154,'Film Movement','Unrated',Helena From the Wedding,"'$2,692'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10155,'Screen Media','R',Heleno,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10156,'Eros','Unrated',Helicopter Eela,"'$51,115'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10157,'Romar Entertainment','R',The Helix... Loaded,"'$3,500'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10158,'Freestyle Releasing','R',Hell and Back,"'$104,374'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10159,'Docurama Films','Unrated',Hell and Back Again,"'$3,413'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10160,'Fox','Unrated',Hell and High Water,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10161,'Millennium Ent.','R',Hell Baby,"'$4,980'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10162,'Lionsgate','R',Hell Fest,"'$5,130,963'",'$5.5 million',0,0,0,0,0,0,0,0,0,1,0,0,0
10163,'7th Art','Unrated',Hell House,"'$6,950'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10164,'Lionsgate','R',Hell or High Water,,'$12 million',0,0,0,0,0,0,0,0,0,1,0,0,0
10165,'Third Rail Releasing','R',Hell Ride,"'$100,164'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10166,'Allied Artists','Unrated',Hell to Eternity,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10167,'Kino','R',Hell's Highway,"'$1,225'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10168,'Cowboy','Unrated',Hell's Kitchen,"'$4,332'",'$6 million',0,0,0,0,0,0,0,0,0,0,0,1,0
10169,'Regent Releasing','R',Hellbent,"'$45,047'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10170,'New World','R',Hellbound: Hellraiser II,"'$3,185,511'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10171,'Area23a','Unrated',Hellbound?,"'$3,938'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10172,'Sony (Revolution)','PG-13',Hellboy,"'$23,172,440'",'$66 million',0,0,0,0,0,0,0,0,1,0,0,0,0
10173,'Lionsgate/Summit','R',Hellboy (2019),,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10174,'Universal','PG-13',Hellboy II: The Golden Army,"'$34,539,115'",'$85 million',0,0,0,0,0,0,0,0,1,0,0,0,0
10175,'Universal','G',Hellfighters,,'N/A',0,1,0,0,0,0,0,0,0,0,0,0,0
10176,'IFC','R',Hellion,"'$7,601'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10177,'Buena Vista','PG',Hello Again,"'$5,712,892'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
10178,'Vid.','Unrated',Hello Brother,"'$245,034'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10179,'Freestyle Releasing','Unrated',Hello Herman,"'$5,985'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10180,'Oscilloscope Pictures','R',Hello I Must Be Going,"'$23,904'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10181,'Samuel Goldwyn','R',Hello Mary Lou: Prom Night II,"'$911,351'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10182,'New World','R',Hellraiser,"'$4,453,232'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10183,'Miramax','R',Hellraiser 4: Bloodline,"'$4,505,036'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10184,'Miramax','R',Hellraiser III: Hell on Earth,"'$3,208,009'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10185,'Buena Vista','PG-13',The Help,"'$26,044,590'",'$25 million',0,0,0,0,0,0,0,0,1,0,0,0,0
10186,'TVA','G',Help! I'm a Fish,"'$57,626'",'N/A',0,1,0,0,0,0,0,0,0,0,0,0,0
10187,'Roadside Attractions','R',Hemingway's Garden of Eden,"'$12,404'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10188,'Entertainment One','Unrated',Henchmen,'$580','N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10189,'Abramorama','R',Heneral Luna,"'$15,485'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10190,'Music Box Films','Unrated',Henning Mankell's 'Wallander': The Revenge,"'$2,230'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10191,'Palm','Unrated',Henri Cartier-Bresson: The Impassioned Eye,"'$7,235'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10192,'Flicker Alley','Unrated',Henri-Georges Clouzot's Inferno,"'$3,981'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10193,'Universal','NC-17',Henry & June,"'$1,032,942'",'N/A',0,0,0,0,0,1,0,0,0,0,0,0,0
10194,'Sony Classics','R',Henry Fool,"'$40,939'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10195,'Overture Films','PG',Henry Poole Is Here,"'$805,219'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
10196,'Samuel Goldwyn','PG-13',Henry V,"'$64,933'",'$9 million',0,0,0,0,0,0,0,0,1,0,0,0,0
10197,'Moving Pictures','R',Henry's Crime,"'$8,726'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
10198,'Greycat','Unrated',Henry: Portrait of a Serial Killer,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10199,'Warner Bros.','R',Her (2013),,'$23 million',0,0,0,0,0,0,0,0,0,1,0,0,0
10200,'Warner Bros.','PG',Her Alibi,"'$5,037,047'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
10201,'Panorama','PG',Her Majesty,"'$3,332'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
10202,'Pathfinder','Unrated',Hera Purple,"'$1,926'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10203,'Arthouse Films','Unrated',Herb & Dorothy,"'$9,242'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10204,'Fine Line Media','Unrated',Herb and Dorothy 50x50,"'$6,157'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
10205,'Buena Vista','G',Herbie Goes Bananas,,'N/A',0,1,0,0,0,0,0,0,0,0,0,0,0
10206,'Buena Vista','G',Herbie Goes Bananas (Re-issue),,'N/A',0,1,0,0,0,0,0,0,0,0,0,0,0
